,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
519,0,0,0,0,"(5.304431, -5.8471823)",0,"(2.404187, -2.9508717)",0.01450666,0,0.0068821446,0,"(0.999985648091843, 1.4351908156631602e-05)","(0.9952980208737299, 0.0047019791262700025)",0.011432501121143015,0,"(3.9784972831120085, 0.021502716887991557)",0,"(0.999985648091843, 1.4351908156631602e-05)",0,"When asked about the timing of Gov. Ron DeSantis statewide stay-at-home order, Castor quipped: ""I guess the phrase 'better late than never' would apply."" Later, she said the ""after-action"" would determine who was right, who was wrong in first weeks of #coronavirus reax.","(4.6472487, -4.567398)",0,"(0.9999004396201653, 9.956037983492641e-05)","(0.9931178554, 0.0068821446)","(0.98549334, 0.01450666)",0
520,0,0,0,0,"(5.0409145, -5.5022016)",0,"(2.40408, -2.9466372)",0.0014642084,0,2.547985e-06,0,"(0.9999736262793648, 2.6373720635157247e-05)","(0.9952776594639758, 0.004722340536024009)",0.015908228541770385,0,"(3.998389470687461, 0.001610529312538796)",0,"(0.9999736262793648, 2.6373720635157247e-05)",0,"@USER @USER @USER If he can overcome Travis’ death, a strong meth addiction and hundreds of lawsuits, COVID-19 ain’t nothin’ to the Tiger King.","(4.502318, -4.547495)",0,"(0.9998826007930962, 0.00011739920690363869)","(0.999997452015, 2.547985e-06)","(0.9985357916, 0.0014642084)",0
521,0,0,0,0,"(5.1049213, -5.63178)",0,"(2.4015062, -2.9583564)",0.34039167,0,0.105668105,0,"(0.9999782679631212, 2.1732036879278204e-05)","(0.9953204490957193, 0.004679550904280809)",0.13011785141777485,0,"(3.5537977086442574, 0.44620229135574374)",0,"(0.9999782679631212, 2.1732036879278204e-05)",0,"@USER @USER @USER @USER @USER ""The CDC learned of a cluster of cases in China on Dec. 31 and began developing reports for HHS on Jan. 1. But the most unambiguous warning that U.S. officials received about the coronavirus came Jan. 3...""","(4.5484576, -4.4729257)",0,"(0.9998792156811358, 0.00012078431886451945)","(0.894331895, 0.105668105)","(0.65960833, 0.34039167)",0
522,0,0,0,0,"(5.3455024, -5.7427225)",0,"(2.4001524, -2.9437077)",0.00080035697,0,0.0012441208,0,"(0.9999847089090678, 1.52910909317252e-05)","(0.9952453211196934, 0.004754678880306465)",0.007091850314957838,0,"(3.9978034230217583, 0.0021965769782415065)",0,"(0.9999847089090678, 1.52910909317252e-05)",0,can someone please confirm that the FDA is approving the drug that I’ve taken consistently for 4+ years as a response to COVID19?? LIT.,"(4.4858704, -4.410924)",0,"(0.9998631918826905, 0.0001368081173097813)","(0.9987558792, 0.0012441208)","(0.99919964303, 0.00080035697)",0
523,1,1,1,1,"(-4.1796546, 4.381176)",1,"(-2.9606395, 3.3136272)",0.99733186,1,0.9999747,1,"(0.00019142355074413815, 0.9998085764492556)","(0.001880628782307594, 0.9981193712176923)",0.8516380345886613,1,"(0.004070908772927841, 3.995929091227072)",1,"(0.00019142355074413815, 0.9998085764492556)",1,#CoronavirusUpdate #Allipuram #Vizag A door-to-door Survey was carried out for 25950 houses in Allipuram and surrounding areas in Visakhapatnam till Saturday First covid19 positive reported from Allipuram on Thursday #COVID19outbreak #CoronaUpdatesInIndia #AndhraPradesh #Vizag,"(-3.0074623, 3.7284818)",1,"(0.001186045222183656, 0.9988139547778164)","(2.5300000000005873e-05, 0.9999747)","(0.002668140000000041, 0.99733186)",1
524,1,1,1,1,"(-5.546762, 5.72398)",1,"(-2.9599876, 3.3138955)",0.9999993,1,1.0,1,"(1.2740116796043545e-05, 0.9999872598832042)","(0.0018813489724096581, 0.9981186510275902)",0.9995859685570136,1,"(6.0280719983608545e-05, 3.9999397192800163)",1,"(1.2740116796043545e-05, 0.9999872598832042)",1,"A member of the Boston Police department has tested positive for coronavirus, according to Sgt. Detective John Boyle. Authorities were notified last night and are conducting a thorough cleaning of the facility where the officer was stationed at. HTTPURL","(-4.709713, 5.2590003)",1,"(4.6840603187600384e-05, 0.9999531593968123)","(0.0, 1.0)","(6.999999999646178e-07, 0.9999993)",1
525,0,0,0,0,"(5.125741, -5.5197473)",0,"(2.3964136, -2.9488568)",0.17209575,0,0.011537664,0,"(0.9999761925525394, 2.380744746041345e-05)","(0.995251990101688, 0.004748009898312124)",0.05410206588902863,0,"(3.8162413564713416, 0.18375864352865795)",0,"(0.9999761925525394, 2.380744746041345e-05)",0,"#covid19 A couple more visuals for the period February 15 thru March 4. China's recoveries have not looked back so far. Reports are that the country is back at work. Wuhan still has problems, however. I do not believe anyone knows what the ""end game"" will be yet. HTTPURL","(4.629476, -4.5666423)",0,"(0.9998985779188022, 0.00010142208119754616)","(0.988462336, 0.011537664)","(0.82790425, 0.17209575)",0
526,0,0,1,1,"(-4.176358, 4.6067457)",1,"(2.4049282, -2.9455733)",0.99946505,1,0.999984,1,"(0.00015327804629746973, 0.9998467219537025)","(0.995276645557027, 0.004723354442972908)",0.5305492788955503,1,"(0.0008620889493097645, 3.9991379110506906)",1,"(0.00015327804629746973, 0.9998467219537025)",1,Facts: #Covid19. There were no deaths among children aged under 10. For people aged between 10 and 39 fatality is 0.2%. It increased to 3.6% in the 60-69 age bracket before rising to 8% among those aged 70 to 79 and 14.8% among people in their 80s or older. From #Chinese CDC. HTTPURL,"(-4.175737, 4.5779014)",1,"(0.00015786090301224477, 0.9998421390969882)","(1.6000000000016e-05, 0.999984)","(0.000534950000000034, 0.99946505)",1
527,0,0,0,0,"(5.121312, -5.8184695)",0,"(2.4032037, -2.9523315)",0.0055799047,0,0.006857865,0,"(0.9999822619629488, 1.7738037051450553e-05)","(0.9953002503058227, 0.004699749694177256)",0.010065883406062091,0,"(3.987350165922563, 0.012649834077436818)",0,"(0.9999822619629488, 1.7738037051450553e-05)",0,#BREAKING: Russian President Vladimir Putin announced an extension of his nationwide “non-working week” until April 30 after the country registered a sharp increase in coronavirus cases on Thursday HTTPURL via @USER,"(4.459392, -4.0863853)",0,"(0.9998056736596143, 0.0001943263403853667)","(0.993142135, 0.006857865)","(0.9944200953, 0.0055799047)",0
528,1,1,1,1,"(-5.516778, 5.586883)",1,"(-2.9602022, 3.31379)",0.99963796,1,0.99671775,1,"(1.5056872040706663e-05, 0.9999849431279596)","(0.0018811441145265288, 0.9981188558854734)",0.9985772357755164,1,"(0.003700749326049656, 3.9962992506739514)",1,"(1.5056872040706663e-05, 0.9999849431279596)",1,"According to city officials, an aide at Vaughn Occupational HS at 4355 N Linder Ave tested positive for the coronavirus. It is a special needs high school on the Far NW Side, located in the Portage Park/Jefferson Park area.","(-4.815266, 5.276863)",1,"(4.140245400895484e-05, 0.9999585975459915)","(0.003282250000000042, 0.99671775)","(0.0003620399999999524, 0.99963796)",1
529,1,1,1,0,"(-5.2585306, 5.454803)",1,"(-2.9627354, 3.3127596)",0.85623205,1,0.53904885,1,"(2.224583303803322e-05, 0.9999777541669622)","(0.0018783245602872205, 0.9981216754397129)",0.8439853051025874,1,"(0.6048298905153392, 3.395170109484661)",1,"(2.224583303803322e-05, 0.9999777541669622)",1,"The British Health Minister, the Canadian Prime Minister, the Brazilian President all positive. Trump met the Brazilian President and Varadkar met Trump. Varadkar should be tested for Covid-19?","(-4.455962, 4.8759527)",1,"(8.854468230118941e-05, 0.9999114553176989)","(0.46095115, 0.53904885)","(0.14376794999999998, 0.85623205)",1
530,0,0,0,0,"(5.087496, -5.654023)",0,"(2.4023228, -2.9542904)",0.0010468309,0,4.4951394e-05,0,"(0.9999783724074975, 2.1627592502431925e-05)","(0.9953052901340873, 0.004694709865912662)",0.004764742743861584,0,"(3.9987833818064624, 0.0012166181935371995)",0,"(0.9999783724074975, 2.1627592502431925e-05)",0,"As a few of my followers know personally, my company had the technology (both delivery system and product) to kill ""Human Coronavirus"" in 2008. It's all on a You Tube video. The main interest in our technology was from the US military, it was then that I understood.","(4.697592, -4.481066)",0,"(0.9998967916929651, 0.0001032083070347677)","(0.999955048606, 4.4951394e-05)","(0.9989531691, 0.0010468309)",0
531,1,1,1,1,"(-5.3803945, 5.7320113)",1,"(-2.959484, 3.3141663)",0.9999504000000001,1,0.99999976,1,"(1.49257786992864e-05, 0.9999850742213005)","(0.0018817861771580702, 0.9981182138228417)",0.9993675150364716,1,"(0.0001108749764605878, 3.9998891250235395)",1,"(1.49257786992864e-05, 0.9999850742213005)",1,"#COVID19 Total cases confirmed 101500 (101.5k) Deaths 3490 Italy with 197, Iran 124, South Korea 42, USA 12, France 9, spain 8, &amp; china 3070 deaths are worst hit. Lets improve immunity by •drinking hot water &amp; doing 10 surya namaskars daily •having vitamin C •stop smoking 🚬","(-4.701174, 5.283278)",1,"(4.610919776144473e-05, 0.9999538908022388)","(2.399999999846969e-07, 0.99999976)","(4.959999999987197e-05, 0.9999504000000001)",1
532,0,1,0,0,"(5.263816, -5.347698)",0,"(-2.9609807, 3.3112051)",0.97680867,1,0.32448477,0,"(0.9999753698345998, 2.4630165399948474e-05)","(0.0018845388746300683, 0.9981154611253699)",0.6129899813775384,1,"(1.7004910705682688, 2.299508929431731)",1,"(0.9999753698345998, 2.4630165399948474e-05)",0,"@USER @USER @USER Well, they’re certainly having no issues begging in Italy or Spain. Our continued determination to cling to optimistic outlooks only is what led us to keep our borders open until COVID got a big foothold. Now we’re happy to assume it’ll blow over and we’re still at &lt; 200 cases","(-2.9861412, 3.3269513)",1,"(0.0018091407336690514, 0.9981908592663309)","(0.67551523, 0.32448477)","(0.023191329999999954, 0.97680867)",0
533,0,1,1,1,"(-2.8392715, 2.3644986)",1,"(-2.9626799, 3.309618)",0.9573229999999999,1,0.9981645,1,"(0.0054657667856992205, 0.9945342332143006)","(0.0018843280277175364, 0.9981156719722827)",0.9263741553742156,1,"(0.05008987224266332, 3.949910127757337)",1,"(0.0054657667856992205, 0.9945342332143006)",1,"#COVID19 - #UnitedStates - Former US Treasury Secretary and Iraq war critic Paul O&amp;#39;Neill dies at the age of 84: WSJ -HTTPURL -(Reuters) – Paul O &amp; # 39; Neill, the blunt former head of Alcoa Corp., who was fired by US President George W. Bush after","(-4.2877607, 4.8126683)",1,"(0.00011160545696403467, 0.9998883945430362)","(0.00183549999999999, 0.9981645)","(0.042677000000000076, 0.9573229999999999)",1
534,0,0,0,0,"(5.3291783, -5.737406)",0,"(2.4043283, -2.943923)",6.751984e-05,0,7.0819647e-06,0,"(0.9999843743994159, 1.5625600583716257e-05)","(0.9952660554691124, 0.004733944530887544)",0.005080947469575431,0,"(3.999828079305322, 0.00017192069467817598)",0,"(0.9999843743994159, 1.5625600583716257e-05)",0,"#MicrosoftAzure features rapidly provisioned virtual machines to help drive your business. Packages include cloud storage with backup, recovery, and geo-replication to ensure nothing slips through the Azure cloud. #DarkMode #velvotng #ThursdayMotivation #Covid_19 #الودائع_طارت","(4.7822933, -4.6301637)",0,"(0.9999183067106058, 8.169328939445972e-05)","(0.9999929180353, 7.0819647e-06)","(0.99993248016, 6.751984e-05)",0
535,0,0,1,1,"(5.041585, -5.4342637)",0,"(2.3212795, -2.9352617)",0.9446434000000001,1,0.9559445,1,"(0.9999717912095124, 2.820879048725605e-05)","(0.9948137322464171, 0.005186267753582686)",0.5148687826669122,1,"(2.0992615239699965, 1.900738476030003)",0,"(0.9999717912095124, 2.820879048725605e-05)",0,"Via @USER Cases of the new coronavirus crept into a new county in Pennsylvania as Penn State and at least a dozen other schools moved classes online while St. Patrick's Day parades in Philadelphia, Scranton and Pittsburgh were canceled.","(4.527517, -4.4808445)",0,"(0.9998776327604844, 0.00012236723951563884)","(0.044055500000000025, 0.9559445)","(0.05535659999999987, 0.9446434000000001)",0
536,0,0,0,0,"(5.355539, -5.669408)",0,"(2.4065464, -2.9458208)",0.0036291820000000003,0,0.002256023,0,"(0.9999837100676797, 1.628993231983842e-05)","(0.9952854081959502, 0.004714591804049624)",0.00939001372153588,0,"(3.994023848821083, 0.005976151178915863)",0,"(0.9999837100676797, 1.628993231983842e-05)",0,@USER Per @USER Italy 🇮🇹 has a larger population of adults over the age of 65. This is the highest susceptible population for which #COVID19 targets. Combine that with lack of available hospital beds and you see why South Korea 🇰🇷 has lower mortality rates; better recovery % HTTPURL,"(4.777208, -4.7253337)",0,"(0.9999253437534035, 7.465624659602427e-05)","(0.997743977, 0.002256023)","(0.996370818, 0.0036291820000000003)",0
537,1,1,1,1,"(-5.3271565, 5.739523)",1,"(-2.9610476, 3.3131561)",0.9987509,1,0.9990007,1,"(1.5624113120586826e-05, 0.9999843758868792)","(0.0018807470428158634, 0.9981192529571842)",0.9894532817823836,1,"(0.002455625372475217, 3.9975443746275245)",1,"(1.5624113120586826e-05, 0.9999843758868792)",1,"Barbados now at 14 cases including confirmed community spread. Were it not for the covidiot cruisers, Bim would have met &amp; passed T&amp;T. This is an Italy, Spain, and UK style plan...","(-4.160375, 4.3995275)",1,"(0.00019160125935459098, 0.9998083987406455)","(0.0009993000000000363, 0.9990007)","(0.001249100000000003, 0.9987509)",1
538,0,1,0,0,"(-4.391609, 4.3495636)",1,"(-2.959918, 3.31349)",0.6072093000000001,1,0.78941596,1,"(0.00015984076555912183, 0.9998401592344413)","(0.0018822413308677256, 0.9981177586691324)",0.8481543998389274,1,"(0.6036110712437168, 3.3963889287562834)",1,"(0.00015984076555912183, 0.9998401592344413)",1,"@USER LB. I like both of you and I wont get between you two. But today the CDC reported that 23,000+ have died from the regular Influenza. So perspective is required. I’m still waiting for an expert to explain our response to Coronavirus vs Influenza. ???","(-4.5154448, 4.962823)",1,"(7.649047815783206e-05, 0.9999235095218422)","(0.21058403999999997, 0.78941596)","(0.39279069999999994, 0.6072093000000001)",1
539,0,0,0,0,"(5.360269, -5.4177628)",0,"(2.4026518, -2.942588)",0.5788366,1,0.63164216,1,"(0.9999791478323765, 2.0852167623091107e-05)","(0.9952518455002277, 0.004748154499772291)",0.3096174382984728,0,"(2.789419768753217, 1.2105802312467824)",0,"(0.9999791478323765, 2.0852167623091107e-05)",0,"Under current conditions, a three-month jail sentence is tantamount to a death sentence. This would be a very appropriate time to #shutdownRikers - Angela Davis. #RisingMajority teach in. #COVIDー19 #FreeThemAll #FreeAndSafe","(4.718794, -4.7069006)",0,"(0.9999193809208407, 8.061907915928188e-05)","(0.36835784000000005, 0.63164216)","(0.42116339999999997, 0.5788366)",0
540,1,1,1,1,"(-5.531116, 5.798521)",1,"(-2.9598897, 3.3143826)",0.9966966999999999,1,0.9999639,1,"(1.20114642323862e-05, 0.9999879885357673)","(0.0018806182706216166, 0.9981193817293786)",0.9991159897061754,1,"(0.0034057942558736822, 3.9965942057441257)",1,"(1.20114642323862e-05, 0.9999879885357673)",1,"Let this be a warning to everyone! STAY AT HOME!!! Lombardy region in Italy has done 66,730 tests - 25,515 of them were positive! 3095 have already died! LET THAT SINK IN #StayAtHome #StayHomeSaveLives #SaveOurNHS #COVIDー19 #StaySafeStayHome #protecttheNHS HTTPURL","(-4.6568894, 5.162519)",1,"(5.438279164119273e-05, 0.9999456172083586)","(3.609999999998337e-05, 0.9999639)","(0.00330330000000012, 0.9966966999999999)",1
541,0,0,0,0,"(5.332225, -5.630487)",0,"(2.4046423, -2.9467301)",0.059497412,0,0.031671893,0,"(0.9999826640700781, 1.7335929921962482e-05)","(0.9952807379311167, 0.004719262068883449)",0.02804989344136399,0,"(3.9087296948180175, 0.09127030518198243)",0,"(0.9999826640700781, 1.7335929921962482e-05)",0,"Uyghurs forced to live in hotels, treat COVID-19 patients. According to @USER Uyghur health workers are being forced to live in hotels in Ghulja city to treat patients infected with the coronavirus. HTTPURL","(4.6576395, -4.7309756)",0,"(0.9999163357479391, 8.366425206046685e-05)","(0.968328107, 0.031671893)","(0.940502588, 0.059497412)",0
542,1,1,1,1,"(-5.5096273, 5.7824435)",1,"(-2.9601362, 3.3140275)",1.0,1,1.0,1,"(1.2471266105068632e-05, 0.9999875287338946)","(0.0018808221327053373, 0.9981191778672944)",0.9997651374263457,1,"(6.225477453777459e-05, 3.999937745225462)",1,"(1.2471266105068632e-05, 0.9999875287338946)",1,"#Coronavirus update Pakistan: - 107 new cases today - 760 confirmed cases - 3 new deaths (1 KPK, 1 GB, 1 Balochistan) - Total 6 deaths 760 confirmed cases, 6 deaths","(-4.791082, 5.116695)",1,"(4.9783508432705965e-05, 0.9999502164915671)","(0.0, 1.0)","(0.0, 1.0)",1
543,0,0,0,0,"(5.2805533, -5.5989304)",0,"(2.4037495, -2.947222)",0.26276320000000003,0,0.008272553,0,"(0.9999811595148985, 1.8840485101456613e-05)","(0.9952788545336324, 0.004721145466367281)",0.07596724939945664,0,"(3.72862233169694, 0.27137766830306015)",0,"(0.9999811595148985, 1.8840485101456613e-05)",0,"This thread is ""kinda"" blowing up (not really) so, LGBT rights, watch Symphogear and Flip Flappers, wash your hands and don't travel to areas where there's been COVID-19 cases.","(3.9777422, -4.0595613)",0,"(0.9996769251820415, 0.000323074817958644)","(0.991727447, 0.008272553)","(0.7372368, 0.26276320000000003)",0
544,1,1,1,1,"(-5.38465, 5.696963)",1,"(-2.9604044, 3.3127236)",0.99999535,1,0.9999999,1,"(1.5392527514350216e-05, 0.9999846074724852)","(0.0018827674398218307, 0.9981172325601779)",0.9997059689846264,1,"(7.153175494407996e-05, 3.9999284682450553)",1,"(1.5392527514350216e-05, 0.9999846074724852)",1,"A record 950 people have died in the past 24 hours from coronavirus in Spain, bringing the total number of fatalities to more than 10-thousand. #sabcnews","(-4.701822, 5.1742086)",1,"(5.138922742973194e-05, 0.99994861077257)","(9.999999994736442e-08, 0.9999999)","(4.650000000050447e-06, 0.99999535)",1
545,1,1,1,1,"(-5.6033063, 5.714146)",1,"(-2.9609118, 3.3133006)",0.9882486999999999,1,0.99265176,1,"(1.2158713815310223e-05, 0.9999878412861847)","(0.0018807307111610887, 0.9981192692888387)",0.9948509105773926,1,"(0.019152664723513617, 3.9808473352764864)",1,"(1.2158713815310223e-05, 0.9999878412861847)",1,"@USER ""#AIPAC, a major pro-#Israel 🇮🇱 lobbying group, used #Twitter to announce the positive test results: “We have confirmed that at least two Policy Conference attendees from #NewYork have tested positive for the #coronavirus,” it said"" 🔬 #CoronavirusUSA #CoronaOutbreak #coronaflu","(-4.6794796, 5.4232473)",1,"(4.096600969816838e-05, 0.999959033990302)","(0.007348240000000006, 0.99265176)","(0.011751300000000131, 0.9882486999999999)",1
